Jecth,5,2,PenguinShade,Round 1,1,Eteto,Jecth,Ultramegazord,FloppehFeesh,17
Jasco,5,4,Squatman99,Round 1,1,Spleef World Cup 2012,,,,
Minecraft_King,5,1,GodWaffle,Round 1,1,,,,,
Pyr0Byt3,5,2,Postkutsche,Round 1,1,,,,,
Mxlitary,5,3,Jptje,Round 1,1,,,,,
6XXsonicXX6,5,0,I_Like_Pie_Guy,Round 1,1,,,,,
Watson610,5,0,9MK2,Round 1,1,,,,,
whiteportal,5,4,Minecob123,Round 1,1,,,,,
Black9x,5,2,Azur0n,Round 1,1,,,,,
legotothemax,5,4,Akaiyo,Round 1,1,,,,,
darkiboy,5,4,TakuBox,Round 1,1,,,,,
VentilathorX,5,1,liquidfired,Round 1,1,,,,,
Unusual_Dwarf,5,4,Flatjunior,Round 1,1,,,,,
hi1234567208,5,4,SRHMC,Round 1,1,,,,,
masternoj,5,4,Spiriax,Round 1,1,,,,,
brooklynpitt2,5,0,kell84,Round 1,1,,,,,
themonstaman,5,2,Morgan_Ladimore,Round 1,1,,,,,
Manuman,5,2,Jewbacca98,Round 1,1,,,,,
Peso255,5,1,pacmanfever97,Round 1,1,,,,,
knusper77,5,0,Yvsen,Round 1,1,,,,,
FloppehFeesh,5,2,Ninja__k,Round 1,1,,,,,
icuttu,5,3,Jayronimo,Round 1,1,,,,,
GFirestream,5,1,wired26,Round 1,1,,,,,
freakpear,5,4,Blubber123,Round 1,1,,,,,
Eteto,5,2,cgw123,Round 1,1,,,,,
TheD902,5,0,SuperFunkyKong,Round 1,1,,,,,
fight2build,5,1,FerretFerret,Round 1,1,,,,,
zachatack20,5,4,onyxapple,Round 1,1,,,,,
Whitherunn,5,3,Ur4nium,Round 1,1,,,,,
Ultramegazord,5,2,Adeo_,Round 1,1,,,,,
xNSDxCrusher,5,1,blockyspheres,Round 1,1,,,,,
1Psyblade1,5,3,Finvpwner,Round 1,1,,,,,
onyxapple,5,3,FerretFerret,Loser's bracket: Round 1,2,,,,,
Ur4nium,5,3,Adeo_,Loser's bracket: Round 1,2,,,,,
Finvpwner,5,4,blockyspheres,Loser's bracket: Round 1,2,,,,,
Morgan_Ladimore,5,1,Jewbacca98,Loser's bracket: Round 1,2,,,,,
Yvsen,5,0,pacmanfever97,Loser's bracket: Round 1,2,,,,,
Jayronimo,5,2,Ninja__k,Loser's bracket: Round 1,2,,,,,
Blubber123,5,3,wired26,Loser's bracket: Round 1,2,,,,,
Akaiyo,5,3,Azur0n,Loser's bracket: Round 1,2,,,,,
TakuFox,5,2,liquidfired,Loser's bracket: Round 1,2,,,,,
Squatman99,5,0,PenguinShade,Loser's bracket: Round 1,2,,,,,
GodWaffle,5,3,Postkutsche,Loser's bracket: Round 1,2,,,,,
Jptje,5,2,I_Like_Pie_Guy,Loser's bracket: Round 1,2,,,,,
Jecth,5,1,Jasco,Round 2,3,,,,,
Watson610,5,1,whiteportal,Round 2,3,,,,,
legostothemax,5,2,Black9x,Round 2,3,,,,,
VentilathorX,5,2,darkiboy,Round 2,3,,,,,
hi1234567208,5,2,Unusual_dwarf,Round 2,3,,,,,
masternoj,5,2,brooklynpitt2,Round 2,3,,,,,
Manuman,5,4,themonstaman,Round 2,3,,,,,
knusper77,5,2,Peso255,Round 2,3,,,,,
FloppehFeesh,5,2,icuttu,Round 2,3,,,,,
freakpear,5,4,GFirestream,Round 2,3,,,,,
TheD902,5,3,Eteto,Round 2,3,,,,,
fight2build,5,2,zachatack20,Round 2,3,,,,,
Ultramegazord,5,2,Whitherunn,Round 2,3,,,,,
1Psyblade1,5,2,xNSDxCrusher,Round 2,3,,,,,
Black9x,5,2,cgw123,Loser's bracket: Round 2,4,,,,,
darkiboy,5,1,onyxapple,Loser's bracket: Round 2,4,,,,,
Ur4nium,5,2,Unusual_dwarf,Loser's bracket: Round 2,4,,,,,
Finvpwner,5,4,brooklynpitt2,Loser's bracket: Round 2,4,,,,,
Morgan_Ladimore,5,3,Jasco,Loser's bracket: Round 2,4,,,,,
Yvsen,5,3,Pyr0Byt3,Loser's bracket: Round 2,4,,,,,
Eteto,5,1,Akaiyo,Loser's bracket: Round 2,4,,,,,
Whitherunn,5,4,SRHMC,Loser's bracket: Round 2,4,,,,,
themonstaman,5,3,Squatman99,Loser's bracket: Round 2,4,,,,,
GodWaffle,5,3,Peso255,Loser's bracket: Round 2,4,,,,,
GFirestream,5,2,9MK2,Loser's bracket: Round 2,4,,,,,
Black9x,5,3,darkiboy,Loser's bracket: Round 3,5,,,,,
Finvpwner,5,4,Ur4nium,Loser's bracket: Round 3,5,,,,,
Morgan_Ladimore,5,3,Yvsen,Loser's bracket: Round 3,5,,,,,
Eteto,5,3,TakuFox,Loser's bracket: Round 3,5,,,,,
themonstaman,5,1,GodWaffle,Loser's bracket: Round 3,5,,,,,
Jptje,5,4,GFirestream,Loser's bracket: Round 3,5,,,,,
Jecth,5,2,Minecraft_King_,Round 3,6,,,,,
