D3vilBuRnEr,5,3,Morgan_Ladimore,Round of 16,1,Ethan2098,Ridnell,Drummerocking,Morgan_Ladimore,5
Ethan2098,5,0,Assassins_kooper,Round of 16,1,September Tournament 2013,,,,
Ridnell,5,1,edmicester,Round of 16,1,,,,,
Taddio,5,2,Mc_kovon,Round of 16,1,,,,,
Pochaco55,5,3,copper354,Round of 16,1,,,,,
Squatman99,5,2,Strikerman99,Round of 16,1,,,,,
Drummerocking,5,4,Pajaking,Round of 16,1,,,,,
SucroDaddy,5,4,baska2,Round of 16,1,,,,,
alfi3003,5,0,babygowow,Round of 16,1,,,,,
WorldBuilder_,5,1,GregJH,Round of 16,1,,,,,
Puddinger,5,1,GreenPie11,Round of 16,1,,,,,
Pyrious,5,1,Ninja__k,Round of 16,1,,,,,
Funtre67,5,3,Foofa,Round of 16,1,,,,,
disfunction925,5,0,Carpy_,Round of 16,1,,,,,
Nifobro,5,3,sandy1754,Round of 16,1,,,,,
Ethan2098,5,3,D3vilBuRnEr,Round of 16,1,,,,,
Ridnell,5,2,Taddio,Eighth Finals,2,,,,,
Pochaco55,5,4,Squatman99,Eighth Finals,2,,,,,
Drummerocking,5,2,SucroDaddy,Eighth Finals,2,,,,,
knusper77,5,4,alfi3003,Eighth Finals,2,,,,,
WorldBuilder_,5,2,Puddinger,Eighth Finals,2,,,,,
Funtre67,5,3,Pyrious,Eighth Finals,2,,,,,
disfunction925,5,2,Nifobro,Eighth Finals,2,,,,,
Ethan2098,5,1,Ridnell,Quarter Finals,3,,,,,
Drummerocking,5,4,Pochaco55,Quarter Finals,3,,,,,
Drummerocking,5,4,Ethan2098,Semifinals,4,,,,,
WorldBuilder_,5,2,disfunction925,Semifinals,4,,,,,
Ethan2098,5,1,disfunction925,Finals,5,,,,,
WorldBuilder_,5,3,Drummerocking,Finals,5,,,,,
