Skefull,5,2,RaidIsGreat,Round 1,1,Jakubusso,Ethan2098,Preloa,Morgan_Ladimore,6
epoz,5,2,Hoopdini,Round 1,1,Spleefer Bowl II,,,,
Jakubusso,5,2,Wezaz,Round 1,1,,,,,
Migga,5,1,MrPengi,Round 1,1,,,,,
Triffuny,5,1,Oskis,Round 1,1,,,,,
aalidscraft,5,2,kersplusho,Round 1,1,,,,,
Jugernugget,5,1,Sanne_Chan,Round 1,1,,,,,
UniversalGhost,5,2,Jasco,Round 1,1,,,,,
SheriffCy,5,3,Jecth,Round 1,1,,,,,
zSwagger,5,1,LordPepsi,Round 1,1,,,,,
Drummerocking,5,0,rapp3r,Round 1,1,,,,,
alfi3003,5,3,ShadowFlames,Round 1,1,,,,,
SantiPingui58,5,0,Siegessch,Round 1,1,,,,,
Skefull,5,1,Caerry,Round 2,2,,,,,
Jakubusso,5,1,epoz,Round 2,2,,,,,
Migga,5,2,Felxon_,Round 2,2,,,,,
Triffuny,5,3,ExodePendragon,Round 2,2,,,,,
aalidscraft,5,1,Carpy_,Round 2,2,,,,,
UniversalGhost,5,0,josher17,Round 2,2,,,,,
Ethan2098,5,3,Neji,Round 2,2,,,,,
Drummerocking,5,3,iRomey,Round 2,2,,,,,
NexByte,5,0,okkaradon,Round 2,2,,,,,
alfi3003,5,0,Abbytoid,Round 2,2,,,,,
Preloa,5,3,SantiPingui58,Round 2,2,,,,,
Jakubusso,5,3,Skefull,Eighth Finals,3,,,,,
Shaxd,5,4,Migga,Eighth Finals,3,,,,,
Morgan_Ladimore,5,4,Triffuny,Eighth Finals,3,,,,,
Jugernugget,5,2,aalidscraft,Eighth Finals,3,,,,,
UniversalGhost,5,4,SheriffCy,Eighth Finals,3,,,,,
Ethan2098,5,4,Drummerocking,Eighth Finals,3,,,,,
NexByte,5,3,alfi3003,Eighth Finals,3,,,,,
Preloa,5,0,Foofa,Eighth Finals,3,,,,,
Jakubusso,5,4,Shaxd,Quarter Finals,4,,,,,
Ethan2098,5,1,UniversalGhost,Quarter Finals,4,,,,,
Preloa,5,2,NexByte,Quarter Finals,4,,,,,
Jakubusso,5,3,Morgan_Ladimore,Semifinals,5,,,,,
Ethan2098,5,3,Preloa,Semifinals,5,,,,,
Preloa,5,2,Morgan_Ladimore,Finals,6,,,,,
Jakubusso,5,4,Ethan2098,Finals,6,,,,,
